# Created by create_gmm.py, IMP.isd version 2.13.0
# data_fn: ././emd_3850_tfiik_seg.map.mrc
# ncenters: 50
# covar_type: 'full'
# apix: 1.37
# num_samples: 1000000
# num_iter: 200
# threshold: 0.05
# force_radii: -1.0
# force_weight: -1.0
# force_weight_frac: False
# use_dirichlet: False
# multiply_by_mass: False
# chain: None
#|num|weight|mean|covariance matrix|
|15|0.019069309123523573|183.03269655302432 290.9471068659523 369.66168291466477|21.26747096927525 0.504361431714035 -4.166667005166342 0.5043614317140346 15.7000639191928 0.5963017554383558 -4.166667005166342 0.596301755438356 16.698860352842708|
|16|0.01631151983341352|206.87945223560217 297.2669871119188 361.9989935418877|9.097508977435824 -0.436911512451507 -1.3370408184357412 -0.43691151245150694 18.193768865461244 0.5228849409542082 -1.337040818435741 0.5228849409542083 22.13263771771436|
|17|0.021690306741308316|167.10434944457322 260.97503596221406 366.73739962854097|14.732947373411836 0.01659271639683202 0.7308714288920296 0.01659271639683224 16.63070861062954 -7.244897187020878 0.7308714288920295 -7.244897187020878 22.113203890137598|
|18|0.018708251100218044|175.63084483322837 293.545512536931 361.96020747452525|17.583329560563033 0.9450818004983104 2.511659667444637 0.9450818004983104 18.834908050710318 1.7122206573445036 2.511659667444637 1.7122206573445045 17.30338221165251|
|19|0.020168286722501|157.222095273965 297.88476054775043 359.40350988906476|16.582802457685155 2.258836719800655 -4.663017896326965 2.2588367198006534 13.42876338300993 1.611733821577836 -4.663017896326965 1.6117338215778365 19.265926485419953|
|20|0.02424234027141427|159.690514928237 277.6673181160907 352.72231962010187|16.64210910222236 0.5154358643710193 -1.6277290851693489 0.5154358643710202 17.993862331330778 -1.6758248195251726 -1.627729085169351 -1.6758248195251737 19.457150240161177|
|21|0.023991220568593524|165.77025171981109 285.64955517283 363.6206020104077|16.70367569198312 -2.8941075140190353 -1.8541889640113074 -2.8941075140190344 29.753044520877474 2.33857505567061 -1.854188964011307 2.33857505567061 19.675936757969556|
|22|0.018495093455086358|179.3428469288114 266.737346989447 391.5345564337709|15.228186554890518 0.7735652572239864 0.9722659422662852 0.773565257223986 18.601771632586527 2.2601915589806154 0.9722659422662854 2.260191558980616 11.790658397896626|
|23|0.023268279253298805|180.435226292079 261.11079895331955 382.4507999631436|18.421836240868327 5.430124574389717 -1.0667217980321269 5.430124574389717 20.48271875590596 3.462648665525498 -1.0667217980321269 3.462648665525498 14.750296082340459|
|24|0.017121090691640504|190.47639710696757 279.403414037358 361.5819706017427|23.96163146495394 0.27619315482851636 -2.6611609599397212 0.27619315482851636 17.392996019578742 -0.43523126088281305 -2.661160959939723 -0.43523126088281294 17.876611289164522|
|25|0.02103418851784311|161.1553949688958 286.68117362966166 375.98421609475946|17.10372547160587 -1.7357437535465383 1.832362945946997 -1.7357437535465392 20.784540634047517 0.9438209375477249 1.832362945946998 0.9438209375477253 16.144202570095878|
|26|0.020559863769010586|171.7027230425482 293.6894898888597 372.1042022394327|17.85077213212721 -2.7615166258406307 1.8537216285398945 -2.76151662584063 17.061677302862737 0.6283680620838679 1.8537216285398936 0.6283680620838696 14.597516325350739|
|27|0.020974571972485635|175.77664695724798 302.21309734044564 368.804781764386|21.609353135633185 -1.3318400735002338 1.902931301307131 -1.331840073500234 10.258783513711467 0.6447941774097845 1.902931301307131 0.6447941774097844 17.112689609465782|
|28|0.025408029664415004|170.71611268976395 252.64063501054332 378.38469240484926|17.366525605962767 1.8200452451437195 2.830390853071618 1.82004524514372 11.47970698864801 -2.279355289017931 2.830390853071618 -2.279355289017931 23.015714484707793|
|29|0.020313293421855297|173.54572380461616 281.4128551104729 352.8667800660602|26.326842460401952 0.38088444123782295 -1.0308417812218464 0.3808844412378229 19.94809703683477 2.937409487007863 -1.0308417812218462 2.937409487007863 16.19236885863737|
|30|0.019303302662054295|201.5981621539592 286.9916972971093 362.05637286309354|19.122908900877906 4.555079039362139 3.136904461669865 4.555079039362141 16.349472611125243 -1.7637227399420752 3.136904461669865 -1.7637227399420756 19.409931574189113|
|31|0.020044202942063934|169.3718817183416 272.5261026812682 370.8662863811331|19.816762259657125 -1.3200027475421394 0.8629349700330047 -1.3200027475421394 18.65498669261096 -2.05123881482211 0.8629349700330042 -2.0512388148221117 19.082650860307314|
|32|0.023188194652682344|186.12066774419995 273.9926025721689 390.4254387599919|15.552724076525777 0.5182398129319914 1.0407982791229042 0.518239812931991 11.993049498687318 2.4438312674619675 1.040798279122904 2.4438312674619675 16.977426972673804|
|33|0.02234009986935158|163.14146647717132 278.6159720533923 384.0204710785772|17.15110113414656 2.081818060881512 -0.5426153025750108 2.081818060881511 18.49387566598348 -1.9053452455120676 -0.5426153025750107 -1.9053452455120676 9.638405928577459|
|34|0.02086669246647844|183.19319058739168 298.4905996289022 376.64976842100714|25.276427364419195 -2.0564385722766483 -1.094778752802459 -2.0564385722766474 14.88486900204831 -0.44654633549490375 -1.094778752802459 -0.4465463354949034 8.286354781567569|
|35|0.01761254027007573|189.15215930508197 262.86076934462125 371.7819579532202|18.757425900120857 0.2498934723170554 -4.423341158820332 0.24989347231705672 11.392377521423654 2.6263672074607616 -4.4233411588203335 2.626367207460761 17.60292411378056|
|36|0.01948353270637507|164.8274204791085 290.0633360936363 352.2802849855964|20.54827054452997 2.520469452401503 1.9113967134469507 2.520469452401504 18.537871874218325 6.667387738877832 1.911396713446952 6.667387738877833 16.425286509837097|
|37|0.015851213526438746|155.54063006291346 279.8074324081681 366.61291476516175|14.94895303334162 -2.5651105389718274 1.7449470878930002 -2.5651105389718283 18.202516657253078 4.331986905272544 1.744947087893002 4.331986905272544 20.238206249038594|
|38|0.018814254231122193|175.97251464589567 261.51561959096944 373.68240842632696|18.561080096873333 0.4714923350360891 -3.3357239869191484 0.47149233503609 15.856984151924099 -1.0499786808620883 -3.335723986919148 -1.049978680862088 16.86288417191679|
|39|0.019516736860166993|188.7665031862845 290.70854391154444 357.5156663833752|20.22548643193304 4.20949569770441 2.828804802396375 4.209495697704413 21.18389291285972 0.21876405242037045 2.8288048023963768 0.2187640524203709 20.300418394840207|
|40|0.02008294258645113|170.25445371129345 272.31506969709625 357.4042502996081|19.442491310252734 -1.6415118044095145 -1.3237232732310025 -1.6415118044095132 15.260004542815345 -4.195617431833021 -1.3237232732310025 -4.195617431833021 23.89088281109485|
|41|0.019424048725027558|179.6853746999235 275.51100231080255 342.436054557863|21.49916094025879 -3.5692301915488036 1.4863981764199599 -3.5692301915488045 19.28591792965366 -6.340771143592787 1.4863981764199607 -6.340771143592788 15.251373701103596|
|42|0.02087806121467432|173.8645434396076 271.3905865938302 383.342628431928|16.087782099576504 -0.1793302204003826 3.032050814265297 -0.1793302204003826 20.5242261842154 1.8600836463871602 3.032050814265297 1.8600836463871602 16.504515481036034|
|43|0.021470236532919205|196.9623808936602 294.18923751990025 368.9421213669558|20.94629712678768 3.0433123509655164 -2.3601157128318864 3.0433123509655164 17.3683629427263 3.026372369258784 -2.3601157128318864 3.026372369258783 14.359842970789177|
|44|0.020281271392192612|193.54825190741175 294.51520011419916 346.53647490786955|19.62635249574395 0.7458444512620082 -2.3212480417176793 0.7458444512620077 11.95109306043624 3.850902275114776 -2.321248041717678 3.8509022751147746 18.780909776168627|
|45|0.017553200597613818|192.55947879645012 267.9706412589231 363.8071575178058|17.09677956509501 2.1752884599582947 -0.529404512125315 2.1752884599582947 14.151414106978176 -0.07063859314887733 -0.5294045121253145 -0.07063859314887705 18.50318487949961|
|46|0.02148178400215689|184.4705448272252 273.1859699303276 352.6611032403089|23.1123450815341 -1.3181184744917196 -3.3545123445361504 -1.3181184744917196 14.26009330523636 1.9207894032809048 -3.3545123445361504 1.9207894032809045 21.8244713014305|
|47|0.014752376399557749|156.9675093046374 287.48707920822835 359.4318376323105|13.993371107539824 1.3362186039748944 -1.9597584833556314 1.3362186039748944 16.520578543560834 3.9741059066997693 -1.9597584833556314 3.974105906699769 18.231395976134365|
|48|0.01961818973975802|178.6746656193139 280.0673280724135 364.4291978922068|18.599486161376284 0.5253556257057372 -0.7938229701281089 0.5253556257057355 17.546479030947925 -0.7114189910365787 -0.7938229701281103 -0.7114189910365791 22.982290990568472|
|49|0.021740460986453634|160.44636709209567 296.68586176764256 370.2411370585024|19.04015475669398 -0.1303953676401557 -5.246414324566333 -0.1303953676401548 12.487866110880944 -2.1496292432419684 -5.246414324566333 -2.149629243241969 21.090354105007876|
